field,yield_plan
46.22.06.004.00,4.196923076923077
46.22.06.005.00,3.9944126984126984
46.22.06.006.00,3.906
46.22.06.007.00,4.231291139240506
46.22.06.008.00,3.935272727272727
46.22.06.009.00,4.122033898305085
46.22.06.010.00,4.022095238095238
46.22.06.011.00,3.856
46.22.06.012.00,4.952
46.22.06.013.00,4.8792857142857144
46.22.06.014.00,4.554961538461538
46.22.06.015.00,4.536943396226415
46.22.06.016.00,4.50177966101695
46.22.06.017.00,47.24003846153846
46.22.06.018.00,4.48675
46.22.06.019.00,
46.22.06.019.01,4.227586206896552
46.22.06.019.02,4.189473684210527
46.22.06.020.00,4.8312463768115945
46.22.06.021.00,42.17124999999999
46.22.06.022.00,5.274074074074075
46.22.06.023.00,4.994
46.22.06.024.00,4.9345185185185185
46.22.06.025.00,27.768115942028984
46.22.06.026.00,3.3296296296296295
46.22.06.027.00,
46.22.06.027.01,22.5
46.22.06.027.02,23.043478260869566
46.22.06.027.03,2.5
46.22.06.028.00,32.950413223140494
46.22.06.029.00,45.0
46.22.06.029.01,4.8
46.22.06.029.02,4.8
46.22.06.029.03,4.8
46.22.06.030.00,2.5
46.22.06.030.01,6.88
46.22.06.030.02,6.88
46.22.06.031.00,28.948275862068964
46.22.06.032.00,5.0
46.22.06.032.01,6.879999999999999
46.22.06.032.02,6.879999999999999
46.22.06.033.00,5.1
46.22.06.033.01,45.0
46.22.06.033.02,45.0
46.22.06.033.03,45.0
46.22.06.034.00,5.731111111111111
46.22.06.035.00,3.4848627450980394
46.22.06.036.00,3.556
46.22.06.037.00,6.88
46.22.06.037.01,5.0
46.22.06.037.02,5.0
46.22.06.038.00,3.7003999999999997
46.22.06.039.00,4.6
46.22.06.039.01,45.0
46.22.06.039.02,45.0
46.22.06.039.03,45.0
46.22.06.040.00,2.112
46.22.06.040.01,5.0
46.22.06.040.02,5.0
46.22.06.041.00,2.5
46.22.06.041.01,5.5
46.22.06.041.02,5.5
46.22.06.042.00,3.519607843137255
46.22.06.043.00,3.5999999999999996
46.22.06.044.01,3.543103448275862
46.22.06.045.00,41.43925301204819
46.22.06.046.00,45.60178260869565
46.22.06.047.00,59.8
46.22.06.047.01,5.3735
46.22.06.047.02,5.3735
46.22.06.048.00,5.3735
46.22.06.048.01,59.8
46.22.06.048.02,59.8
46.22.06.049.00,4.384432692307692
46.22.06.050.00,5.090883720930233
46.22.06.051.00,6.8154176470588235
46.22.06.052.00,6.886783333333334
46.28.05.002.00,6.880000000000001
46.28.05.002.01,6.0
46.28.05.002.02,6.0
46.28.05.003.00,2.09472
46.28.05.003.01,6.0
46.28.05.003.02,6.0
46.28.05.003.03,6.0
46.28.05.004.00,3.1215096
46.28.05.004.01,7.5
46.28.05.004.02,7.5
46.28.05.005.00,3.1215096
46.28.05.005.01,7.599999999999999
46.28.05.005.02,7.6
46.28.05.006.00,3.2928571428571427
46.28.05.007.00,4.14736
46.28.05.008.00,4.110039272727273
46.28.05.009.00,2.09472
46.28.05.009.01,6.2
46.28.05.009.02,6.2
46.28.05.010.00,3.8736746666666666
46.28.05.011.00,4.226307692307692
46.28.05.012.00,4.45836606060606
46.28.05.013.00,4.557888
46.28.05.014.00,4.45836606060606
46.28.05.015.00,4.3936768
46.28.05.016.00,4.4757824
46.28.05.017.01,4.2727272727272725
46.28.05.018.00,1.5
46.28.05.018.01,6.2
46.28.05.018.02,6.2
46.28.05.019.00,4.16774193548387
46.28.05.021.00,
46.28.05.021.01,4.022841176470588
46.28.05.021.02,4.3597283018867925
46.28.05.022.00,4.3334375
46.28.05.023.00,2.5
46.28.05.023.01,6.879999999999999
46.28.05.023.02,1.5
46.28.05.023.03,1.5
46.28.05.027.00,2.09472
46.28.05.027.01,6.3
46.28.05.027.02,6.0
46.28.05.028.00,4.280731914893617
46.28.05.029.00,3.9173301960784315
46.28.05.030.00,4.346662295081967
46.28.05.031.00,1.2
46.28.05.031.01,5.1781
46.28.05.031.02,5.1781
46.28.05.032.01,
46.28.05.032.02,4.233325714285714
46.28.05.032.03,
46.28.05.032.04,
46.28.05.033.00,2.5
46.28.05.034.00,5.12948
46.28.05.035.00,3.9543142857142857
46.28.05.036.00,4.308701090909091
46.28.05.037.00,4.519786885245901
46.28.05.038.00,3.9759878787878784
46.28.05.039.00,3.7844474999999997
46.28.05.039.01,
46.28.05.039.02,
46.28.05.040.00,2.5
46.28.05.041.00,3.836875
46.28.05.042.00,3.942053846153846
46.28.05.043.00,4.326308571428572
46.28.05.043.01,
46.28.05.043.02,
46.28.05.044.00,3.813784905660377
46.28.05.046.00,4.273684210526315
46.28.05.047.01,29.334939759036146
46.28.05.047.02,4.199999999999999
46.28.05.047.03,5.6
46.28.05.047.04,5.6
46.28.05.049.00,3.871641791044776
46.28.05.051.00,4.04179104477612
46.28.05.053.00,4.072727272727273
46.28.05.054.00,2.0
46.28.05.054.01,5.8
46.28.05.054.02,5.8
46.28.05.055.00,3.7767674418604655
46.28.05.056.00,4.56303652173913
46.28.05.057.00,3.773195081967213
46.28.05.057.01,
46.28.05.057.02,
46.28.05.057.03,
46.28.05.058.00,2.5
46.28.05.058.01,5.1781
46.28.05.058.02,5.1781
46.28.05.059.00,4.030342857142857
46.28.05.060.00,5.9
46.28.05.061.00,3.9727540983606557
46.28.05.062.00,4.0901218749999995
46.28.05.063.00,4.067668292682926
46.28.05.065.00,3.9178176470588233
46.28.05.066.00,
46.28.05.067.00,
46.28.10.001.00,3.8517291666666664
46.28.10.002.00,3.8101374999999997
46.28.10.003.00,3.6289166666666666
46.28.10.004.00,60.0
46.28.10.004.01,4.9955
46.28.10.004.02,4.9955
46.28.10.005.00,39.074375
46.28.10.005.01,
46.28.10.005.02,
46.28.10.005.03,
46.28.10.005.04,
46.28.10.006.00,38.476499999999994
46.28.10.007.00,4.9955
46.28.10.007.01,60.0
46.28.10.007.02,60.0
46.28.10.008.00,4.9955
46.28.10.008.01,60.0
46.28.10.008.02,60.0
46.28.10.009.00,4.9955
46.28.10.009.01,60.0
46.28.10.009.02,60.0
46.28.10.010.00,5.111732509090909
46.28.10.011.00,4.931560431746032
46.28.10.012.00,5.1022352
46.28.10.012.01,
46.28.10.012.02,
46.28.10.013.00,5.5406356210526315
46.28.10.014.00,5.305720490909091
46.28.10.015.00,5.10079452631579
46.28.10.016.00,5.337375721212122
46.28.10.016.01,
46.28.10.016.02,
46.28.10.017.00,5.10361402051282
46.28.10.018.00,5.502479179746835
46.28.10.019.00,5.384858566666667
46.28.10.019.01,
46.28.10.019.02,
46.28.11.001.00,5.1781
46.28.11.001.01,60.0
46.28.11.001.02,60.0
46.28.11.002.00,41.42705194805195
46.28.11.003.00,29.864864864864863
46.28.11.004.00,6.0
46.28.11.004.01,45.0
46.28.11.004.02,45.0
46.28.11.004.03,45.0
46.28.11.006.00,3.6426
46.28.11.007.00,1.8
46.28.11.007.01,5.1781
46.28.11.007.02,5.1781
46.28.11.008.00,3.556612
46.28.11.009.00,3.7208803921568623
46.28.11.010.00,3.810773809523809
46.28.11.011.00,
46.28.11.011.01,42.50364893617021
46.28.11.011.02,40.34686603773584
46.28.11.012.00,2.3186905263157898
46.28.11.013.00,4.234591304347826
46.28.11.014.00,4.530884615384616
46.28.11.015.00,2.5
46.28.11.016.00,4.2600999999999996
46.28.11.017.00,4.25
46.28.11.018.00,4.25
46.28.11.020.00,4.9955
46.28.11.020.01,60.0
46.28.11.020.02,60.0
46.28.11.021.00,39.13622413793104
46.28.11.022.00,60.0
46.28.11.022.01,4.9955
46.28.11.022.02,
46.28.11.023.00,35.89690449438203
46.28.11.024.00,4.915824
46.28.11.025.00,4.9282
46.28.11.026.00,23.836363636363636
46.28.11.027.00,4.495921509433963
46.28.11.028.00,2.5
46.28.11.029.01,
46.28.11.030.00,
46.28.11.031.00,
46.28.14.001.00,3.1215096
46.28.14.001.01,6.8
46.28.14.001.02,6.8
46.28.17.002.00,4.028985507246377
46.28.17.005.00,4.158730158730159
46.28.17.006.00,4.2465753424657535
46.28.17.007.00,4.031746031746032
46.28.17.008.00,4.142857142857143
46.28.17.009.00,3.1520000000000006
46.28.17.010.00,2.0
46.28.17.010.01,3.5999999999999996
46.28.17.010.02,3.5999999999999996
46.28.17.011.01,4.5964912280701755
46.28.17.012.00,4.275862068965517
46.28.17.013.00,4.305084745762712
46.28.17.014.00,4.514285714285714
46.28.17.015.01,3.410396363636364
46.28.17.015.02,4.015124999999999
46.28.17.015.03,4.160422
46.28.17.015.04,3.1941176470588233
46.28.17.015.05,2.8857142857142852
46.28.17.015.06,4.9955
46.28.17.015.07,0.9041666666666667
46.28.17.015.08,4.9955
46.28.17.015.09,3.687044123076923
46.28.17.015.10,4.678327272727273
46.28.17.015.11,2.9592592592592593
46.28.17.015.12,5.2
46.28.17.015.13,2.09472
46.28.17.015.14,5.1781
46.28.17.015.15,4.0
46.28.17.015.16,4.9955
46.28.17.015.17,
46.28.17.015.18,1.6000000000000003
46.28.17.015.19,
46.28.17.016.00,6.0202
46.28.17.016.01,1.5
46.28.17.016.02,
46.28.17.016.03,2.5
46.28.17.017.00,
46.28.17.017.01,
46.28.17.017.02,3.503445
46.28.17.017.03,1.954377142857143
46.28.17.017.04,1.9892466666666666
46.28.17.017.05,2.09472
46.28.17.017.06,2.5
46.28.17.017.07,2.5
46.28.17.018.01,
46.28.17.018.02,
46.28.17.019.00,
46.28.17.020.01,45.852412903225805
46.28.17.020.02,
46.28.17.020.03,
46.28.17.020.04,
46.28.17.020.05,5.1781
46.28.17.021.00,2.3102944680851065
46.28.17.022.00,3.8948437499999997
46.28.17.023.00,4.666276923076923
46.28.17.024.00,4.3667727272727275
46.28.17.025.00,4.363635294117647
46.28.17.026.00,30.488372093023255
46.28.17.027.00,4.9955
46.28.17.027.01,60.0
46.28.17.027.02,60.0
46.28.17.028.00,4.735802702702703
46.28.17.029.00,4.759232835820896
46.28.17.030.00,5.1781
46.28.17.030.01,2.5
46.28.17.030.02,2.5
46.28.17.031.00,
46.28.17.031.01,4.9820416666666665
46.28.17.031.02,5.131312
46.28.17.031.03,6.0202
46.28.17.032.00,5.094275
46.28.17.033.00,4.482666666666667
46.28.17.034.00,4.570048387096774
46.28.17.035.00,3.251497142857143
46.28.17.036.00,4.0
46.28.17.037.00,4.0
46.28.17.038.00,4.994066666666666
46.28.17.039.00,4.781812363636364
46.28.17.040.00,4.9955
46.28.17.040.01,60.0
46.28.17.040.02,60.0
46.28.17.041.00,27.387096774193548
46.28.17.042.00,35.247975000000004
46.28.17.043.00,
46.28.17.044.01,
46.28.17.044.02,
47.22.06.001.02,4.341176470588235
47.22.06.002.00,3.4250000000000003
47.22.06.003.00,3.5090909090909093
47.22.06.005.00,3.5935483870967744
47.22.06.006.00,4.4526315789473685
47.22.06.007.00,5.400000000000001
47.22.06.008.00,3.6
47.22.06.008.01,5.4
47.22.06.008.02,
47.22.06.009.00,4.361538461538461
47.22.06.010.00,4.680000000000001
47.22.06.013.00,4.3533333333333335
47.22.06.014.00,4.013636363636364
47.22.06.015.00,3.0652173913043477
47.22.06.016.00,4.013636363636364
47.22.06.018.00,3.47741935483871
47.22.06.019.00,3.3874999999999997
47.22.06.020.00,4.2
47.22.06.021.00,4.2
47.22.06.022.01,3.541935483870968
47.22.06.022.02,4.091304347826087
47.22.06.022.03,3.533333333333333
47.22.06.022.04,5.0
47.22.06.022.05,5.0
47.22.06.023.00,4.347058823529411
47.22.06.024.00,3.6769230769230767
47.22.06.025.00,3.6
47.22.06.025.01,
47.22.06.025.02,
47.22.06.026.00,
47.22.06.027.00,4.75
47.22.06.028.00,4.821052631578947
47.22.06.029.00,5.2
47.22.06.029.01,4.3
47.22.06.029.02,
47.22.06.030.00,4.5
47.22.06.031.00,
47.22.06.033.00,3.0416666666666665
47.22.06.034.00,
47.22.06.035.00,
47.22.06.036.01,2.5
47.22.06.036.02,
47.22.06.037.00,2.5
47.22.06.038.00,4.2
47.22.06.040.00,3.7733333333333334
47.22.06.041.00,3.761290322580645
47.22.06.043.01,
47.22.06.043.02,
47.22.06.044.00,4.464
47.22.06.045.00,4.234782608695652
47.22.06.046.01,3.872727272727273
47.22.06.046.02,3.254
47.22.06.048.00,2.5
47.22.06.049.02,
47.22.06.049.03,3.5
47.22.06.050.00,
47.22.06.050.01,4.2
47.22.06.050.02,2.8076923076923075
50.33.01.001.00,
50.33.01.003.00,
50.33.01.004.00,
50.33.01.005.01,4.6
50.33.01.005.02,
50.33.01.006.00,5.4772727272727275
50.33.01.007.00,6.04375
50.33.01.008.00,5.5131578947368425
50.33.01.011.00,
50.33.01.011.01,5.982432432432432
50.33.01.012.00,6.193103448275862
50.33.01.014.00,7.8999999999999995
50.33.01.014.01,4.6
50.33.01.014.02,4.6
50.33.01.016.00,1.86
50.33.01.016.01,9.0
50.33.01.017.01,5.45
50.33.01.017.02,5.699999999999999
50.33.01.017.03,4.46
50.33.01.018.00,2.3714285714285714
50.33.01.019.00,2.75
50.33.01.020.00,2.634285714285714
50.33.01.021.00,2.413333333333333
50.33.01.022.00,2.8535
50.33.01.023.01,5.989473684210526
50.33.01.023.02,5.646551724137931
50.33.01.024.00,5.175
50.33.01.025.01,5.902631578947369
50.33.01.028.00,2.8499999999999996
50.33.01.029.00,3.0
50.33.01.030.00,5.9125
50.33.01.031.00,5.88
50.33.01.032.00,5.980645161290322
50.33.01.034.00,5.65625
50.33.01.035.00,5.483870967741935
50.33.01.036.00,
50.33.01.036.01,5.980769230769231
50.33.01.037.00,4.253731343283582
50.33.01.039.00,4.46
50.33.01.040.00,3.0799999999999996
50.33.01.041.00,5.980645161290322
50.33.01.042.00,6.2375
50.33.01.043.00,6.2375
50.33.01.044.00,6.053333333333333
50.33.01.045.00,6.053333333333333
50.33.01.046.00,6.126315789473685
50.33.01.047.01,8.528571428571428
50.33.01.049.00,6.061428571428571
50.33.01.050.00,6.3
50.33.01.051.00,4.46
50.33.01.052.00,4.46
50.33.01.053.00,6.3
50.33.01.054.00,3.2359999999999998
50.33.01.055.00,4.6
50.33.01.056.00,4.6
50.33.01.057.01,4.6
50.33.01.057.02,4.6
50.33.01.058.00,8.297222222222222
50.33.01.060.01,5.792857142857143
50.33.01.060.02,5.8517241379310345
50.33.01.061.00,5.7
50.33.01.062.01,6.3
50.33.01.062.02,6.3
50.33.01.063.00,
50.33.01.064.00,8.418867924528302
50.33.01.065.00,8.258139534883721
50.33.01.066.00,3.8
50.33.01.066.01,9.0
50.33.01.067.00,5.646551724137931
50.33.01.069.01,4.6
50.33.02.001.01,4.983695652173913
50.33.02.001.02,3.8
50.33.02.002.00,4.925
50.33.02.003.00,4.199999999999999
50.33.02.004.00,
50.33.02.004.01,5.264705882352941
50.33.02.004.02,
50.33.02.005.00,4.71875
50.33.02.006.01,4.170731707317073
50.33.02.006.02,2.1932432432432436
50.33.02.006.03,6.3
50.33.02.006.04,
50.33.02.007.00,5.455357142857143
50.33.02.009.00,
50.33.02.009.01,5.028846153846154
50.33.02.010.00,
50.33.02.010.01,5.053571428571429
50.33.02.011.00,7.793617021276596
50.33.02.012.00,4.2457142857142856
50.33.02.013.00,4.313793103448276
50.33.02.014.02,4.78
50.33.02.015.00,5.428571428571429
50.33.02.016.01,5.762931034482759
50.33.02.016.02,6.178571428571429
50.33.02.016.03,4.46
50.33.02.018.00,5.011111111111112
50.33.02.019.00,5.375
50.33.02.020.00,5.75
50.33.02.021.00,4.46
50.33.02.022.00,5.46875
50.33.02.023.00,7.9
50.33.02.023.01,1.4
50.33.02.023.02,9.0
50.33.02.024.00,4.46
50.33.02.026.00,4.46
50.33.02.026.01,1.3999999999999997
50.33.02.026.02,9.0
50.33.02.027.00,4.46
50.33.02.027.02,
50.33.02.028.00,
50.33.02.028.01,5.224489795918367
50.33.02.028.02,9.0
50.33.02.029.00,4.46
50.33.02.030.00,
50.33.02.030.01,6.3
50.33.02.030.02,
50.33.02.033.00,7.7625
50.33.02.034.00,6.3
50.33.02.034.01,9.0
50.33.02.034.02,4.6
50.33.02.035.01,6.3
50.33.02.035.02,
50.33.02.036.01,4.257142857142857
50.33.02.036.02,4.238095238095238
50.33.02.037.00,6.702650602409639
50.33.02.038.00,4.916666666666667
50.33.02.039.00,4.892857142857143
50.33.02.040.01,4.46
50.33.02.040.02,5.293814432989691
50.33.02.041.00,6.085
50.33.02.042.00,6.1984375
50.33.02.043.00,2.6347368421052635
50.33.02.044.00,2.93
50.33.02.045.00,7.9
50.33.02.045.01,9.0
50.33.02.046.00,9.0
50.33.02.046.01,3.8
50.33.02.046.02,3.7999999999999994
50.33.02.046.03,4.46
50.33.02.047.00,2.84
50.33.02.048.00,5.761111111111112
50.33.02.049.00,5.214285714285714
50.33.02.050.01,5.06
50.33.02.050.02,6.849473684210526
50.33.02.051.01,2.7561363636363634
50.33.02.051.02,4.46
50.33.02.051.03,
50.33.02.052.00,
50.33.02.052.01,5.819565217391304
50.33.02.052.02,5.5552631578947365
50.33.02.052.03,4.6
50.33.02.053.00,4.46
50.33.02.053.01,9.0
50.33.02.053.02,
50.33.02.054.00,
50.33.02.054.01,6.209756097560976
50.33.02.054.02,7.269230769230769
50.33.02.054.03,
50.33.02.055.00,5.8999999999999995
50.33.02.056.00,
50.33.02.056.01,6.755102040816326
50.33.02.056.02,
50.33.02.056.03,4.6
50.33.02.057.00,5.326086956521739
50.33.02.058.00,5.674418604651163
50.33.02.059.00,5.90625
50.33.02.060.00,5.615384615384615
50.33.02.061.00,5.244186046511628
50.33.02.062.00,6.26875
50.33.02.063.00,5.681034482758621
50.33.02.064.01,6.73
50.33.02.064.02,6.421875
50.33.02.066.00,6.73
50.33.02.067.00,6.578666666666667
50.33.04.001.00,3.8
50.33.04.002.00,
50.33.04.002.01,7.9
50.33.04.003.02,
50.33.04.006.00,
50.33.05.002.01,6.3
50.33.05.002.03,4.6
50.33.05.003.01,6.3
50.33.05.005.00,4.46
50.33.05.006.00,
50.33.05.009.00,6.3
50.33.05.010.01,4.46
50.33.05.010.02,
50.33.05.011.01,4.6
50.33.05.012.00,
50.33.05.013.00,
50.33.05.013.01,4.46
50.33.05.014.00,4.46
50.33.05.016.00,4.526037735849057
50.33.05.017.00,4.46
50.33.05.018.00,5.58955223880597
50.33.05.019.00,6.516417910447761
50.33.05.020.01,6.325714285714286
50.33.05.020.02,6.47027027027027
50.33.05.020.03,
50.33.05.023.00,6.921830985915493
50.33.05.024.00,6.3
50.33.05.025.00,
50.33.05.025.01,4.46
50.33.05.025.02,
50.33.05.026.00,4.529999999999999
50.33.05.030.00,6.705882352941177
50.33.05.031.02,5.284232365145228
50.33.05.034.00,5.734999999999999
50.33.05.035.00,
50.33.05.035.01,6.6165
50.33.05.036.00,4.46
50.33.05.036.01,
50.33.05.038.00,
50.33.05.041.00,7.207894736842104
50.33.05.042.00,4.6
50.33.05.044.00,6.258181818181818
50.33.05.045.01,5.204444444444444
50.33.05.045.02,6.3
50.33.05.045.04,4.46
50.33.05.045.05,4.6
50.33.05.045.06,4.6
50.33.05.048.00,6.982222222222223
50.33.05.049.00,4.6
50.33.05.051.00,6.603888888888889
50.33.05.053.00,
50.33.05.054.00,4.6
50.33.05.056.00,4.6
50.33.05.057.00,4.46
50.33.05.058.00,7.517551020408163
50.33.05.062.00,5.3999999999999995
50.33.05.063.00,4.6
50.33.05.065.00,4.6
54.07.06.001.02,
54.07.06.002.01,2.6
54.07.06.002.02,
54.07.06.003.00,
54.07.06.003.01,2.6
54.07.08.001.00,3.7200000000000006
54.17.01.001.00,2.626666666666667
54.17.01.002.01,2.9
54.17.01.002.02,2.9
54.17.01.002.03,2.782857142857143
54.17.01.003.00,2.49
54.17.01.005.00,
54.17.01.005.01,
54.17.01.005.02,2.0
54.17.01.006.00,2.615789473684211
54.17.01.007.00,2.375
54.17.01.008.00,0.296
54.17.01.009.00,2.489795918367347
54.17.01.010.00,2.6923076923076925
54.17.01.011.00,2.7431746031746034
54.17.01.012.00,3.72
54.17.01.012.01,1.1
54.17.01.012.02,
54.17.01.013.00,2.6
54.17.01.014.00,3.72
54.17.01.015.00,3.7200000000000006
54.17.01.016.00,3.864
54.17.01.016.01,
54.17.01.016.02,
54.17.01.018.00,3.8640000000000003
54.17.01.022.00,3.0039669421487605
54.17.01.026.00,3.7200000000000006
54.17.01.027.00,0.2065625
54.17.01.031.00,2.6
54.17.01.033.00,0.12
54.17.01.034.00,0.12
54.17.01.035.00,0.12
54.17.01.036.00,2.7549876543209875
54.17.01.039.00,
54.17.01.039.01,0.09
54.17.01.039.02,3.8640000000000003
54.17.01.041.00,0.09
54.17.01.042.00,
54.17.02.001.00,3.72
54.17.02.002.00,2.6
54.17.02.002.01,2.444
54.17.02.002.02,3.72
54.17.02.003.00,2.5364444444444443
54.17.02.004.00,2.5220000000000002
54.17.02.006.00,3.72
54.17.02.008.00,3.72
54.17.02.013.00,1.9958072289156625
54.17.02.014.00,2.106875
54.17.02.015.00,2.673342403628118
54.17.02.016.00,3.4960000000000004
54.17.02.017.00,3.4960000000000004
54.17.02.018.00,3.72
54.17.02.019.00,1.9686666666666666
54.17.02.020.00,2.05712
54.17.02.021.00,
54.17.02.021.01,
54.17.02.021.02,
54.17.02.022.00,2.4142857142857146
54.17.02.023.01,2.6136363636363638
54.17.02.024.01,2.818
54.17.02.024.02,2.9
54.17.02.025.01,2.8316666666666666
54.17.02.025.02,2.3600000000000003
54.17.02.026.01,2.5132467532467535
54.17.03.001.00,2.4233333333333333
54.17.03.002.00,2.2058823529411766
54.17.03.004.00,2.6374999999999997
54.17.03.006.01,2.8053846153846154
54.17.03.006.02,1.4461538461538461
54.17.03.006.03,1.7777777777777777
54.17.03.007.01,2.9
54.17.03.007.02,2.9
54.17.03.008.00,2.49
54.17.03.009.00,2.49
54.17.03.010.00,2.8316666666666666
54.17.03.011.00,2.49
54.17.03.012.01,3.0090909090909093
54.17.03.012.02,1.576470588235294
54.17.03.012.03,1.6
54.17.03.012.04,2.9
54.17.03.012.05,2.49
54.17.03.012.06,2.49
54.17.03.012.07,2.763333333333333
54.17.03.012.08,2.9
54.17.03.012.09,3.02
54.17.03.013.02,2.49
54.17.03.013.03,2.9
54.17.03.013.05,2.49
54.17.03.014.03,2.6950000000000003
54.17.03.018.00,2.49
54.17.03.019.01,2.9
54.17.03.019.02,2.9
54.17.03.020.00,2.49
54.17.03.021.00,2.49
54.17.03.023.02,2.9
54.17.03.024.00,2.6950000000000003
54.17.03.025.01,2.49
54.17.03.025.03,2.49
54.17.03.026.01,2.49
54.17.03.026.02,2.49
54.17.03.027.01,2.49
54.17.03.027.02,2.49
54.17.03.027.04,2.49
54.17.03.030.02,2.9
54.17.03.031.02,2.49
54.17.03.031.03,2.49
54.17.03.031.04,2.49
54.17.03.031.05,2.49
54.17.03.031.06,2.49
54.17.03.031.07,2.49
54.17.03.032.00,2.49
54.17.03.033.00,2.49
54.17.03.036.00,2.85
54.17.03.037.00,2.8
54.17.03.038.01,2.7687500000000003
54.17.03.038.02,
54.17.03.040.00,0.26982758620689656
54.17.03.041.00,3.3000000000000003
54.17.03.042.00,
54.17.03.042.01,3.2999999999999994
54.17.03.046.00,
54.17.03.046.01,1.1
54.17.03.046.02,
54.17.03.049.00,2.3164285714285713
54.17.03.050.00,2.6
54.17.04.001.00,
54.17.04.001.01,5.48
54.17.04.001.02,
54.17.04.002.00,5.540689655172414
54.17.04.006.00,6.021538461538461
54.17.04.007.00,3.7535294117647062
54.17.04.009.00,3.63
54.17.04.010.00,3.56551724137931
54.17.04.011.00,3.546341463414634
54.17.04.013.00,3.6380952380952376
54.17.04.014.00,3.1
54.17.04.014.01,1.88
54.17.04.014.02,3.496
54.17.04.015.00,2.535862068965517
54.17.04.016.00,3.3
54.17.04.017.00,3.864
54.17.04.019.01,3.2999999999999994
54.17.04.019.02,1.6601142857142857
54.17.04.019.03,2.9867027027027024
54.17.06.007.00,0.19566666666666666
54.17.06.009.00,0.19111111111111112
54.17.06.010.00,0.18541666666666667
54.17.06.011.00,0.21038461538461536
54.17.06.012.00,0.19111111111111112
54.17.06.013.00,0.176875
54.17.06.021.00,2.1853675213675214
54.17.06.022.00,2.4819999999999998
54.17.06.023.00,2.3494794520547946
54.17.06.024.00,0.14100000000000001
54.17.06.025.00,3.864
54.17.06.026.01,3.8640000000000003
54.17.06.029.00,
54.17.06.029.01,1.7
54.17.06.029.02,3.3
54.17.06.030.00,0.1946153846153846
54.17.06.032.00,0.19804347826086954
54.17.06.033.00,0.19566666666666668
54.17.06.039.00,
54.17.06.041.00,
54.17.06.041.01,3.421639344262295
54.17.06.041.02,
